Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central USURBIL, AP-8;0;0;21;2;103,48;23;0;23;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central ERRENTERIA AP-8;0;0;5;1;106,67;6;0;6;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento EIBAR;0;9;5;0;77,5;14;0;14;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Central ARABA;0;1;7;0;95,63;8;0;8;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento ARABA;0;2;5;0;90;7;0;7;
2025-10-17;24:00:00 - 24:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SANTANDER;3;37;4;0;65,45;44;0;44;
2025-10-17;24:00:00 - 24:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SAN SEBASTIÁN;4;23;1;0;60,54;27;1;28;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento ERRENTERIA,AP-8;1;42;33;0;79,67;75;1;76;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido USURBIL, AP-8;0;1;40;3;101,93;44;0;44;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido ERRENTERIA,AP-8;0;0;9;1;104;10;0;10;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central ERRENTERIA,AP-8;0;10;114;8;99,77;129;3;132;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central USURBIL, AP-8;0;43;118;1;90,96;158;4;162;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento USURBIL, AP-8;7;109;19;0;67,85;128;7;135;
2025-10-17;24:00:00 - 24:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento TOLOSA;2;1;0;0;38,33;3;0;3;
2025-10-17;24:00:00 - 24:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento NAVARRA;2;7;0;0;56,11;9;0;9;
2025-10-17;24:00:00 - 24:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;7;30;1;0;58,55;36;2;38;
2025-10-17;24:00:00 - 24:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;2;44;0;0;63,26;44;2;46;
2025-10-17;24:00:00 - 24:30:00;GI-631;[GI-631] 9157-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 3,800, GI-631 pk 8,200;Lento ZUMAIA;0;24;14;0;77,89;38;0;38;
2025-10-17;24:00:00 - 24:30:00;GI-631;[GI-631] 9157-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 3,800, GI-631 pk 8,200;Lento ZUMARRAGA;0;17;8;0;76,2;25;0;25;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central SAN SEBASTIÁN;0;0;14;5;110,53;18;1;19;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento SAN SEBASTIÁN;0;17;140;9;98,58;134;32;166;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central ANDOAIN;0;0;24;4;105,71;26;2;28;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento ANDOAIN;0;13;100;2;96,74;83;32;115;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PASAIA;2;90;13;0;68,57;99;6;105;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PTE. BEHOBIA;1;67;11;0;69,37;76;3;79;
2025-10-17;24:00:00 - 24:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento BEASAIN;1;9;1;0;64,55;11;0;11;
2025-10-17;24:00:00 - 24:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento NAVARRA;1;15;0;0;62,5;16;0;16;
2025-10-17;24:00:00 - 24:30:00;GI-2132;[GI-2132] 9136-ETD ERRENTERIA-ASTIGARRAGA, GI-2132 pk 15,200, GI-2132 pk 15,500;Lento ASTIGARRAGA;52;21;1;0;37,36;66;8;74;
2025-10-17;24:00:00 - 24:30:00;GI-2132;[GI-2132] 9136-ETD ERRENTERIA-ASTIGARRAGA, GI-2132 pk 15,200, GI-2132 pk 15,500;Lento ERRENTERIA;53;28;1;0;39,57;74;8;82;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central ANDOAIN;0;0;3;7;128;10;0;10;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento ANDOAIN;0;2;89;24;107,74;81;34;115;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento SAN SEBASTIÁN;0;13;101;24;103,66;107;31;138;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central SAN SEBASTIÁN;0;0;13;7;114;19;1;20;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Central USURBIL, AP-8;0;0;28;3;103,87;31;0;31;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Lento USURBIL, AP-8;0;60;94;2;87,05;148;8;156;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Central ERRENTERIA,AP-8;0;6;10;0;86,88;16;0;16;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Lento ERRENTERIA,AP-8;1;94;19;0;70,48;112;2;114;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento LASARTE-ORIA;0;50;96;0;88,01;126;20;146;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central LASARTE-ORIA;0;0;16;1;102,35;17;0;17;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento VITORIA-GASTEIZ;0;19;58;3;93,19;73;7;80;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central VITORIA-GASTEIZ;0;1;3;0;91,25;4;0;4;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central USURBIL, AP-8;0;12;49;0;93,11;55;6;61;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;0;21;2;103,48;23;0;23;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;2;24;3;0;65,86;28;1;29;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;0;10;73;2;96,82;83;2;85;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido ERRENTERIA AP-8;0;0;5;1;106,67;6;0;6;
2025-10-17;24:00:00 - 24:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;6;21;0;0;56,11;25;2;27;
2025-10-17;24:00:00 - 24:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento SAN SEBASTIÁN;0;24;127;4;95,61;149;6;155;
2025-10-17;24:00:00 - 24:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central SAN SEBASTIÁN;0;0;15;6;111,43;21;0;21;
2025-10-17;24:00:00 - 24:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central A-15;0;0;13;4;109,41;17;0;17;
2025-10-17;24:00:00 - 24:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento A-15;0;12;100;11;100,16;113;10;123;
2025-10-17;24:00:00 - 24:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento NAVARRA;0;0;26;4;105,33;23;7;30;
2025-10-17;24:00:00 - 24:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Central BEHOBIA, GI-636;0;1;20;7;108,75;26;2;28;
2025-10-17;24:00:00 - 24:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento BEHOBIA, GI-636;0;2;20;2;100,42;16;8;24;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido SAN SEBASTIÁN;0;0;7;10;123,53;17;0;17;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento SAN SEBASTIÁN;0;16;23;0;85,64;37;2;39;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central SAN SEBASTIÁN;0;6;106;20;104,47;100;32;132;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central ANDOAIN;0;0;79;27;110,19;71;35;106;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido ANDOAIN;0;0;3;10;130,77;12;1;13;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento ANDOAIN;0;11;7;0;78,61;18;0;18;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central FRANCIA;2;1;0;0;38,33;3;0;3;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento FRANCIA;20;0;0;0;25;17;3;20;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central IRUN;1;0;0;0;25;1;0;1;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento IRUN;40;3;0;0;27,79;37;6;43;
2025-10-17;24:00:00 - 24:30:00;GI-3420;[GI-3420] 191-ETD ALTO ARITXULEGI-OIARTZUN, GI-3420 pk 0,000, GI-3420 pk 8,700;Lento ALTO ARITXULEGI;0;1;0;0;65;1;0;1;
2025-10-17;24:00:00 - 24:30:00;GI-3420;[GI-3420] 191-ETD ALTO ARITXULEGI-OIARTZUN, GI-3420 pk 0,000, GI-3420 pk 8,700;Lento OIARTZUN;1;2;0;0;51,67;3;0;3;
2025-10-17;24:00:00 - 24:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SAN SEBASTIÁN;27;11;0;0;36,58;37;1;38;
2025-10-17;24:00:00 - 24:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SANTANDER;13;14;0;0;45,74;26;1;27;
2025-10-17;24:00:00 - 24:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento UGARTE;0;0;0;0;0,0;0;0;0;
2025-10-17;24:00:00 - 24:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido N-I;0;3;12;0;93;15;0;15;
2025-10-17;24:00:00 - 24:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central N-I;1;77;41;0;76,72;115;4;119;
2025-10-17;24:00:00 - 24:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento N-I;2;24;3;0;65,86;28;1;29;
2025-10-17;24:00:00 - 24:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido A LA GI-20;0;3;18;0;95;21;0;21;
2025-10-17;24:00:00 - 24:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central A LA GI-20;0;66;74;2;84,3;137;5;142;
2025-10-17;24:00:00 - 24:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento A LA GI-20;6;21;0;0;56,11;25;2;27;
2025-10-17;24:00:00 - 24:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento BEDAIO;1;0;0;0;25;1;0;1;
2025-10-17;24:00:00 - 24:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BIZKAIA;0;9;1;0;68,5;10;0;10;
2025-10-17;24:00:00 - 24:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BEASAIN;1;5;2;0;68,75;8;0;8;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento EIBAR;0;20;2;0;68,18;20;2;22;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento ARABA;0;13;11;0;81,04;20;4;24;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central VITORIA-GASTEIZ;0;1;11;2;103,21;13;1;14;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento VITORIA-GASTEIZ;0;6;88;9;101,46;73;30;103;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central LASARTE-ORIA;0;0;21;11;113,75;31;1;32;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento LASARTE-ORIA;0;20;89;8;96,75;88;29;117;
2025-10-17;24:00:00 - 24:30:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMAIA;0;18;14;0;80,31;31;1;32;
2025-10-17;24:00:00 - 24:30:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMARRAGA;1;16;13;0;78,83;30;0;30;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,800, A-15 pk 156,700;Lento ANDOAIN;1;42;4;0;67,13;41;6;47;
2025-10-17;24:00:00 - 24:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,800, A-15 pk 156,700;Lento NAVARRA;28;6;0;0;32,06;28;6;34;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 112-ETD ARABA-EIBAR, GI-627 pk 27,200, GI-627 pk 37,000;Lento ARABA;0;11;12;0;83,26;22;1;23;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 112-ETD ARABA-EIBAR, GI-627 pk 27,200, GI-627 pk 37,000;Lento EIBAR;0;3;14;0;93,82;17;0;17;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento IRUN;1;41;20;0;75,65;61;1;62;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido IRUN;0;2;29;1;99,06;32;0;32;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central IRUN;0;52;79;2;86,92;128;5;133;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central PASAIA;2;106;91;5;82,06;194;10;204;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento PASAIA;1;47;9;0;69,82;54;3;57;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido PASAIA;0;3;30;2;99,29;35;0;35;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento PASAIA;21;12;0;0;39,55;28;5;33;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central IRUN;1;55;27;0;75,9;80;3;83;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento IRUN;12;12;0;0;45;21;3;24;
2025-10-17;24:00:00 - 24:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central PASAIA;0;57;64;0;83,51;113;8;121;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento EIBAR;3;22;0;0;60,2;22;3;25;
2025-10-17;24:00:00 - 24:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento ARABA;1;46;2;0;65,61;46;3;49;
2025-10-17;24:00:00 - 24:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central IRUN;18;41;1;0;53,58;60;0;60;
2025-10-17;24:00:00 - 24:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento IRUN;21;25;0;0;46,74;44;2;46;
2025-10-17;24:00:00 - 24:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central HENDAIA;0;5;0;0;65;5;0;5;
2025-10-17;24:00:00 - 24:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento HENDAIA;20;18;1;0;45,38;38;1;39;
2025-10-17;24:00:00 - 24:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento ASTIGARRAGA;3;64;2;0;64,28;66;3;69;
2025-10-17;24:00:00 - 24:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento LASARTE-ORIA;3;27;9;0;70;37;2;39;
2025-10-17;24:00:00 - 24:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Central LASARTE-ORIA;1;14;3;0;68,61;18;0;18;
2025-10-17;24:00:00 - 24:30:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento URRETXU;0;5;1;0;70,83;6;0;6;
2025-10-17;24:00:00 - 24:30:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento BERGARA;1;5;1;0;64,29;6;1;7;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central VITORIA-GASTEIZ;0;0;3;1;110;4;0;4;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento LASARTE-ORIA;0;7;73;2;97,99;52;30;82;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central LASARTE-ORIA;0;0;1;0;100;1;0;1;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento VITORIA-GASTEIZ;0;25;68;2;91,63;69;26;95;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central VITORIA-GASTEIZ;0;4;15;5;102,5;22;2;24;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento VITORIA-GASTEIZ;0;9;85;2;97,55;70;26;96;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central LASARTE-ORIA;0;0;10;2;106,67;11;1;12;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento LASARTE-ORIA;0;10;115;16;102,06;109;32;141;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento LASARTE-ORIA;0;8;117;8;100,3;102;31;133;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central LASARTE-ORIA;0;0;9;10;121,05;19;0;19;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central VITORIA-GASTEIZ;0;5;5;1;87,73;11;0;11;
2025-10-17;24:00:00 - 24:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento VITORIA-GASTEIZ;0;19;87;4;95,41;82;28;110;
2025-10-17;24:00:00 - 24:30:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento HONDARRIBIA;11;1;0;0;28,33;12;0;12;
2025-10-17;24:00:00 - 24:30:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento LEZO;12;0;0;0;25;12;0;12;
